"Code or Value","Value Description","Count","Cumulative","Skip to Item","var_name"
"2","No",6077,6214,"MCQ160M","MCQ160G"
"7","Refused",0,6214,"MCQ160M","MCQ160G"
"9","Don't know",4,6218,"MCQ160M","MCQ160G"
".","Missing",3891,10109,"","MCQ160G"
"8 to 79","Range of Values",136,136,NA,"MCQ180G"
"80","80 years or older",1,137,NA,"MCQ180G"
"77777","Refused",0,137,NA,"MCQ180G"
"99999","Don't know",0,137,NA,"MCQ180G"
".","Missing",9972,10109,NA,"MCQ180G"
"1","Yes",608,608,"","MCQ160M"
"2","No",5597,6205,"MCQ160K","MCQ160M"
"7","Refused",0,6205,"MCQ160K","MCQ160M"
"9","Don't know",13,6218,"MCQ160K","MCQ160M"
".","Missing",3891,10109,"","MCQ160M"
"1","Yes",445,445,NA,"MCQ170M"
"2","No",144,589,NA,"MCQ170M"
"7","Refused",0,589,NA,"MCQ170M"
"9","Don't know",19,608,NA,"MCQ170M"
".","Missing",9501,10109,NA,"MCQ170M"
"0 to 79","Range of Values",583,583,NA,"MCQ180M"
"80","80 years or older",17,600,NA,"MCQ180M"
"77777","Refused",0,600,NA,"MCQ180M"
"99999","Don't know",8,608,NA,"MCQ180M"
".","Missing",9501,10109,NA,"MCQ180M"
"1","Yes",311,311,"","MCQ160K"
"2","No",5891,6202,"MCQ160L","MCQ160K"
"7","Refused",0,6202,"MCQ160L","MCQ160K"
"9","Don't know",16,6218,"MCQ160L","MCQ160K"
".","Missing",3891,10109,"","MCQ160K"
"1","Yes",153,153,NA,"MCQ170K"
"2","No",149,302,NA,"MCQ170K"
"7","Refused",0,302,NA,"MCQ170K"
"9","Don't know",9,311,NA,"MCQ170K"
".","Missing",9798,10109,NA,"MCQ170K"
"0 to 78","Range of Values",302,302,NA,"MCQ180K"
"80","80 years or older",4,306,NA,"MCQ180K"
"77777","Refused",0,306,NA,"MCQ180K"
"99999","Don't know",5,311,NA,"MCQ180K"
".","Missing",9798,10109,NA,"MCQ180K"
"1","Yes",189,189,"","MCQ160L"
"2","No",6012,6201,"MCQ220","MCQ160L"
"7","Refused",0,6201,"MCQ220","MCQ160L"
"9","Don't know",17,6218,"MCQ220","MCQ160L"
".","Missing",3891,10109,"","MCQ160L"
"1","Yes",101,101,NA,"MCQ170L"
"2","No",66,167,NA,"MCQ170L"
"7","Refused",1,168,NA,"MCQ170L"
"9","Don't know",21,189,NA,"MCQ170L"
".","Missing",9920,10109,NA,"MCQ170L"
"1 to 78","Range of Values",186,186,NA,"MCQ180L"
"80","80 years or older",2,188,NA,"MCQ180L"
"77777","Refused",0,188,NA,"MCQ180L"
"99999","Don't know",1,189,NA,"MCQ180L"
".","Missing",9920,10109,NA,"MCQ180L"
"1","Yes",620,620,NA,"MCQ220"
"2","No",5591,6211,NA,"MCQ220"
"7","Refused",0,6211,NA,"MCQ220"
"9","Don't know",7,6218,NA,"MCQ220"
".","Missing",3891,10109,NA,"MCQ220"
"10","Bladder",11,11,"","MCQ230A"
"11","Blood",0,11,"","MCQ230A"
"12","Bone",2,13,"","MCQ230A"
"13","Brain",4,17,"","MCQ230A"
"14","Breast",92,109,"","MCQ230A"
"15","Cervix (cervical)",48,157,"","MCQ230A"
"16","Colon",49,206,"","MCQ230A"
"17","Esophagus (esophageal)",2,208,"","MCQ230A"
"18","Gallbladder",0,208,"","MCQ230A"
"19","Kidney",10,218,"","MCQ230A"
"20","Larynx/ windpipe",4,222,"","MCQ230A"
"21","Leukemia",8,230,"","MCQ230A"
"22","Liver",3,233,"","MCQ230A"
"23","Lung",5,238,"","MCQ230A"
"24","Lymphoma/Hodgkin's disease",15,253,"","MCQ230A"
"25","Melanoma",24,277,"","MCQ230A"
"26","Mouth/tongue/lip",1,278,"","MCQ230A"
"27","Nervous system",0,278,"","MCQ230A"
"28","Ovary (ovarian)",12,290,"","MCQ230A"
"29","Pancreas (pancreatic)",1,291,"","MCQ230A"
"30","Prostate",88,379,"","MCQ230A"
"31","Rectum (rectal)",0,379,"","MCQ230A"
"32","Skin (non-melanoma)",114,493,"","MCQ230A"
"33","Skin (don't know what kind)",47,540,"","MCQ230A"
"34","Soft tissue (muscle or fat)",0,540,"","MCQ230A"
"35","Stomach",2,542,"","MCQ230A"
"36","Testis (testicular)",3,545,"","MCQ230A"
"37","Thyroid",12,557,"","MCQ230A"
"38","Uterus (uterine)",27,584,"","MCQ230A"
"39","Other",31,615,"","MCQ230A"
"66","More than 3 kinds",0,615,"","MCQ230A"
"77","Refused",0,615,"","MCQ230A"
"99","Don't know",3,618,"MCQ240DK","MCQ230A"
".","Missing",9491,10109,"","MCQ230A"
"10","Bladder",3,3,NA,"MCQ230B"
"11","Blood",1,4,NA,"MCQ230B"
"12","Bone",1,5,NA,"MCQ230B"
"13","Brain",0,5,NA,"MCQ230B"
"14","Breast",3,8,NA,"MCQ230B"
"15","Cervix (cervical)",0,8,NA,"MCQ230B"
"16","Colon",2,10,NA,"MCQ230B"
"17","Esophagus (esophageal)",0,10,NA,"MCQ230B"
"18","Gallbladder",0,10,NA,"MCQ230B"
"19","Kidney",2,12,NA,"MCQ230B"
"20","Larynx/ windpipe",0,12,NA,"MCQ230B"
"21","Leukemia",0,12,NA,"MCQ230B"
"22","Liver",1,13,NA,"MCQ230B"
"23","Lung",1,14,NA,"MCQ230B"
"24","Lymphoma/Hodgkin's disease",3,17,NA,"MCQ230B"
"25","Melanoma",9,26,NA,"MCQ230B"
"26","Mouth/tongue/lip",1,27,NA,"MCQ230B"
"27","Nervous system",0,27,NA,"MCQ230B"
"28","Ovary (ovarian)",3,30,NA,"MCQ230B"
"29","Pancreas (pancreatic)",0,30,NA,"MCQ230B"
"30","Prostate",12,42,NA,"MCQ230B"
"31","Rectum (rectal)",4,46,NA,"MCQ230B"
"32","Skin (non-melanoma)",14,60,NA,"MCQ230B"
"33","Skin (don't know what kind)",4,64,NA,"MCQ230B"
"34","Soft tissue (muscle or fat)",0,64,NA,"MCQ230B"
"35","Stomach",1,65,NA,"MCQ230B"
"36","Testis (testicular)",0,65,NA,"MCQ230B"
"37","Thyroid",1,66,NA,"MCQ230B"
"38","Uterus (uterine)",5,71,NA,"MCQ230B"
"39","Other",1,72,NA,"MCQ230B"
"66","More than 3 kinds",0,72,NA,"MCQ230B"
"77","Refused",0,72,NA,"MCQ230B"
"99","Don't know",0,72,NA,"MCQ230B"
".","Missing",10037,10109,NA,"MCQ230B"
"10","Bladder",0,0,NA,"MCQ230C"
"11","Blood",0,0,NA,"MCQ230C"
"12","Bone",1,1,NA,"MCQ230C"
"13","Brain",0,1,NA,"MCQ230C"
"14","Breast",0,1,NA,"MCQ230C"
"15","Cervix (cervical)",0,1,NA,"MCQ230C"
"16","Colon",2,3,NA,"MCQ230C"
"17","Esophagus (esophageal)",0,3,NA,"MCQ230C"
"18","Gallbladder",0,3,NA,"MCQ230C"
"19","Kidney",0,3,NA,"MCQ230C"
"20","Larynx/ windpipe",0,3,NA,"MCQ230C"
"21","Leukemia",0,3,NA,"MCQ230C"
"22","Liver",1,4,NA,"MCQ230C"
"23","Lung",0,4,NA,"MCQ230C"
"24","Lymphoma/Hodgkin's disease",0,4,NA,"MCQ230C"
"25","Melanoma",2,6,NA,"MCQ230C"
"26","Mouth/tongue/lip",0,6,NA,"MCQ230C"
"27","Nervous system",0,6,NA,"MCQ230C"
"28","Ovary (ovarian)",0,6,NA,"MCQ230C"
"29","Pancreas (pancreatic)",0,6,NA,"MCQ230C"
"30","Prostate",0,6,NA,"MCQ230C"
"31","Rectum (rectal)",0,6,NA,"MCQ230C"
"32","Skin (non-melanoma)",0,6,NA,"MCQ230C"
"33","Skin (don't know what kind)",1,7,NA,"MCQ230C"
"34","Soft tissue (muscle or fat)",0,7,NA,"MCQ230C"
"35","Stomach",0,7,NA,"MCQ230C"
"36","Testis (testicular)",0,7,NA,"MCQ230C"
"37","Thyroid",2,9,NA,"MCQ230C"
"38","Uterus (uterine)",0,9,NA,"MCQ230C"
"39","Other",0,9,NA,"MCQ230C"
"66","More than 3 kinds",0,9,NA,"MCQ230C"
"77","Refused",0,9,NA,"MCQ230C"
"99","Don't know",0,9,NA,"MCQ230C"
".","Missing",10100,10109,NA,"MCQ230C"
"10","Bladder",0,0,NA,"MCQ230D"
"11","Blood",0,0,NA,"MCQ230D"
"12","Bone",0,0,NA,"MCQ230D"
"13","Brain",0,0,NA,"MCQ230D"
"14","Breast",0,0,NA,"MCQ230D"
"15","Cervix (cervical)",0,0,NA,"MCQ230D"
"16","Colon",0,0,NA,"MCQ230D"
"17","Esophagus (esophageal)",0,0,NA,"MCQ230D"
"18","Gallbladder",0,0,NA,"MCQ230D"
"19","Kidney",0,0,NA,"MCQ230D"
"20","Larynx/ windpipe",0,0,NA,"MCQ230D"
"21","Leukemia",0,0,NA,"MCQ230D"
"22","Liver",0,0,NA,"MCQ230D"
"23","Lung",0,0,NA,"MCQ230D"
"24","Lymphoma/Hodgkin's disease",0,0,NA,"MCQ230D"
"25","Melanoma",0,0,NA,"MCQ230D"
"26","Mouth/tongue/lip",0,0,NA,"MCQ230D"
"27","Nervous system",0,0,NA,"MCQ230D"
"28","Ovary (ovarian)",0,0,NA,"MCQ230D"
"29","Pancreas (pancreatic)",0,0,NA,"MCQ230D"
"30","Prostate",0,0,NA,"MCQ230D"
"31","Rectum (rectal)",0,0,NA,"MCQ230D"
"32","Skin (non-melanoma)",0,0,NA,"MCQ230D"
"33","Skin (don't know what kind)",0,0,NA,"MCQ230D"
"34","Soft tissue (muscle or fat)",0,0,NA,"MCQ230D"
"35","Stomach",0,0,NA,"MCQ230D"
"36","Testis (testicular)",0,0,NA,"MCQ230D"
"37","Thyroid",0,0,NA,"MCQ230D"
"38","Uterus (uterine)",0,0,NA,"MCQ230D"
"39","Other",0,0,NA,"MCQ230D"
"66","More than 3 kinds",2,2,NA,"MCQ230D"
"77","Refused",0,2,NA,"MCQ230D"
"99","Don't know",0,2,NA,"MCQ230D"
".","Missing",10107,10109,NA,"MCQ230D"
"47 to 77","Range of Values",13,13,NA,"MCQ240A"
"80","80 years or older",1,14,NA,"MCQ240A"
"77777","Refused",0,14,NA,"MCQ240A"
"99999","Don't know",0,14,NA,"MCQ240A"
".","Missing",10095,10109,NA,"MCQ240A"
"18 to 55","Range of Values",3,3,NA,"MCQ240AA"
"80","80 years or older",0,3,NA,"MCQ240AA"
"77777","Refused",0,3,NA,"MCQ240AA"
"99999","Don't know",0,3,NA,"MCQ240AA"
".","Missing",10106,10109,NA,"MCQ240AA"
"60","60",1,1,NA,"MCQ240B"
"80","80 years or older",0,1,NA,"MCQ240B"
"77777","Refused",0,1,NA,"MCQ240B"
"99999","Don't know",0,1,NA,"MCQ240B"
".","Missing",10108,10109,NA,"MCQ240B"
"21 to 75","Range of Values",13,13,NA,"MCQ240BB"
"80","80 years or older",1,14,NA,"MCQ240BB"
"77777","Refused",0,14,NA,"MCQ240BB"
"99999","Don't know",1,15,NA,"MCQ240BB"
".","Missing",10094,10109,NA,"MCQ240BB"
"9 to 70","Range of Values",4,4,NA,"MCQ240C"
"80","80 years or older",0,4,NA,"MCQ240C"
"77777","Refused",0,4,NA,"MCQ240C"
"99999","Don't know",0,4,NA,"MCQ240C"
".","Missing",10105,10109,NA,"MCQ240C"
"20 to 70","Range of Values",32,32,NA,"MCQ240CC"
"80","80 years or older",0,32,NA,"MCQ240CC"
"77777","Refused",0,32,NA,"MCQ240CC"
"99999","Don't know",0,32,NA,"MCQ240CC"
".","Missing",10077,10109,NA,"MCQ240CC"
"28 to 59","Range of Values",4,4,NA,"MCQ240D"
"80","80 years or older",0,4,NA,"MCQ240D"
"77777","Refused",0,4,NA,"MCQ240D"
"99999","Don't know",0,4,NA,"MCQ240D"
".","Missing",10105,10109,NA,"MCQ240D"
"0 to 77","Range of Values",31,31,NA,"MCQ240DD"
"80","80 years or older",2,33,NA,"MCQ240DD"
"77777","Refused",0,33,NA,"MCQ240DD"
"99999","Don't know",0,33,NA,"MCQ240DD"
".","Missing",10076,10109,NA,"MCQ240DD"
"20 to 46","Range of Values",3,3,NA,"MCQ240DK"
"80","80 years or older",0,3,NA,"MCQ240DK"
"77777","Refused",0,3,NA,"MCQ240DK"
"99999","Don't know",0,3,NA,"MCQ240DK"
".","Missing",10106,10109,NA,"MCQ240DK"
"13 to 77","Range of Values",91,91,NA,"MCQ240E"
"80","80 years or older",4,95,NA,"MCQ240E"
"77777","Refused",0,95,NA,"MCQ240E"
"99999","Don't know",0,95,NA,"MCQ240E"
".","Missing",10014,10109,NA,"MCQ240E"
"16 to 53","Range of Values",46,46,NA,"MCQ240F"
"80","80 years or older",1,47,NA,"MCQ240F"
"77777","Refused",0,47,NA,"MCQ240F"
"99999","Don't know",1,48,NA,"MCQ240F"
".","Missing",10061,10109,NA,"MCQ240F"
"21 to 79","Range of Values",48,48,NA,"MCQ240G"
"80","80 years or older",5,53,NA,"MCQ240G"
"77777","Refused",0,53,NA,"MCQ240G"
"99999","Don't know",0,53,NA,"MCQ240G"
".","Missing",10056,10109,NA,"MCQ240G"
"58 to 62","Range of Values",2,2,NA,"MCQ240H"
"80","80 years or older",0,2,NA,"MCQ240H"
"77777","Refused",0,2,NA,"MCQ240H"
"99999","Don't know",0,2,NA,"MCQ240H"
".","Missing",10107,10109,NA,"MCQ240H"
"80","80 years or older",0,0,NA,"MCQ240I"
"77777","Refused",0,0,NA,"MCQ240I"
"99999","Don't know",0,0,NA,"MCQ240I"
".","Missing",10109,10109,NA,"MCQ240I"
"27 to 76","Range of Values",12,12,NA,"MCQ240J"
"80","80 years or older",0,12,NA,"MCQ240J"
"77777","Refused",0,12,NA,"MCQ240J"
"99999","Don't know",0,12,NA,"MCQ240J"
".","Missing",10097,10109,NA,"MCQ240J"
"30 to 54","Range of Values",4,4,NA,"MCQ240K"
"80","80 years or older",0,4,NA,"MCQ240K"
"77777","Refused",0,4,NA,"MCQ240K"
"99999","Don't know",0,4,NA,"MCQ240K"
".","Missing",10105,10109,NA,"MCQ240K"
"4 to 64","Range of Values",8,8,NA,"MCQ240L"
"80","80 years or older",0,8,NA,"MCQ240L"
"77777","Refused",0,8,NA,"MCQ240L"
"99999","Don't know",0,8,NA,"MCQ240L"
".","Missing",10101,10109,NA,"MCQ240L"
"29 to 69","Range of Values",5,5,NA,"MCQ240M"
"80","80 years or older",0,5,NA,"MCQ240M"
"77777","Refused",0,5,NA,"MCQ240M"
"99999","Don't know",0,5,NA,"MCQ240M"
".","Missing",10104,10109,NA,"MCQ240M"
"52 to 75","Range of Values",5,5,NA,"MCQ240N"
"80","80 years or older",1,6,NA,"MCQ240N"
"77777","Refused",0,6,NA,"MCQ240N"
"99999","Don't know",0,6,NA,"MCQ240N"
".","Missing",10103,10109,NA,"MCQ240N"
"9 to 76","Range of Values",17,17,NA,"MCQ240O"
"80","80 years or older",1,18,NA,"MCQ240O"
"77777","Refused",0,18,NA,"MCQ240O"
"99999","Don't know",0,18,NA,"MCQ240O"
".","Missing",10091,10109,NA,"MCQ240O"
"12 to 79","Range of Values",31,31,NA,"MCQ240P"
"80","80 years or older",4,35,NA,"MCQ240P"
"77777","Refused",0,35,NA,"MCQ240P"
"99999","Don't know",0,35,NA,"MCQ240P"
".","Missing",10074,10109,NA,"MCQ240P"
"59 to 70","Range of Values",2,2,NA,"MCQ240Q"
"80","80 years or older",0,2,NA,"MCQ240Q"
"77777","Refused",0,2,NA,"MCQ240Q"
"99999","Don't know",0,2,NA,"MCQ240Q"
".","Missing",10107,10109,NA,"MCQ240Q"
"80","80 years or older",0,0,NA,"MCQ240R"
"77777","Refused",0,0,NA,"MCQ240R"
"99999","Don't know",0,0,NA,"MCQ240R"
".","Missing",10109,10109,NA,"MCQ240R"
"21 to 63","Range of Values",15,15,NA,"MCQ240S"
"80","80 years or older",0,15,NA,"MCQ240S"
"77777","Refused",0,15,NA,"MCQ240S"
"99999","Don't know",0,15,NA,"MCQ240S"
".","Missing",10094,10109,NA,"MCQ240S"
"55","55",1,1,NA,"MCQ240T"
"80","80 years or older",0,1,NA,"MCQ240T"
"77777","Refused",0,1,NA,"MCQ240T"
"99999","Don't know",0,1,NA,"MCQ240T"
".","Missing",10108,10109,NA,"MCQ240T"
"10 to 78","Range of Values",89,89,NA,"MCQ240U"
"80","80 years or older",10,99,NA,"MCQ240U"
"77777","Refused",1,100,NA,"MCQ240U"
"99999","Don't know",0,100,NA,"MCQ240U"
".","Missing",10009,10109,NA,"MCQ240U"
"41 to 78","Range of Values",4,4,NA,"MCQ240V"
"80","80 years or older",0,4,NA,"MCQ240V"
"77777","Refused",0,4,NA,"MCQ240V"
"99999","Don't know",0,4,NA,"MCQ240V"
".","Missing",10105,10109,NA,"MCQ240V"
"11 to 78","Range of Values",120,120,NA,"MCQ240W"
"80","80 years or older",8,128,NA,"MCQ240W"
"77777","Refused",0,128,NA,"MCQ240W"
"99999","Don't know",0,128,NA,"MCQ240W"
".","Missing",9981,10109,NA,"MCQ240W"
"5 to 77","Range of Values",47,47,NA,"MCQ240X"
"80","80 years or older",5,52,NA,"MCQ240X"
"77777","Refused",0,52,NA,"MCQ240X"
"99999","Don't know",0,52,NA,"MCQ240X"
".","Missing",10057,10109,NA,"MCQ240X"
"80","80 years or older",0,0,NA,"MCQ240Y"
"77777","Refused",0,0,NA,"MCQ240Y"
"99999","Don't know",0,0,NA,"MCQ240Y"
".","Missing",10109,10109,NA,"MCQ240Y"
"49 to 66","Range of Values",3,3,NA,"MCQ240Z"
"80","80 years or older",0,3,NA,"MCQ240Z"
"77777","Refused",0,3,NA,"MCQ240Z"
"99999","Don't know",0,3,NA,"MCQ240Z"
".","Missing",10106,10109,NA,"MCQ240Z"
"1","Yes",712,712,NA,"MCQ300A"
"2","No",5333,6045,NA,"MCQ300A"
"7","Refused",0,6045,NA,"MCQ300A"
"9","Don't know",173,6218,NA,"MCQ300A"
".","Missing",3891,10109,NA,"MCQ300A"
"1","Yes",1810,1810,NA,"MCQ300B"
"2","No",6811,8621,NA,"MCQ300B"
"7","Refused",3,8624,NA,"MCQ300B"
"9","Don't know",189,8813,NA,"MCQ300B"
".","Missing",1296,10109,NA,"MCQ300B"
"1","Yes",2348,2348,NA,"MCQ300C"
"2","No",3723,6071,NA,"MCQ300C"
"7","Refused",2,6073,NA,"MCQ300C"
"9","Don't know",145,6218,NA,"MCQ300C"
".","Missing",3891,10109,NA,"MCQ300C"
