"Code or Value","Value Description","Count","Cumulative","Skip to Item","var_name"
"9","Don't know",79,8366,"MCQ149","MCQ092"
".","Missing",1209,9575,"","MCQ092"
"1","Before 1972",94,94,NA,"MCD093"
"2","1972 - 1991",146,240,NA,"MCD093"
"3","1992 to present",387,627,NA,"MCD093"
"7","Refused",1,628,NA,"MCD093"
"9","Don't know",32,660,NA,"MCD093"
".","Missing",8915,9575,NA,"MCD093"
"1","Yes",50,50,"","MCQ149"
"2","No",387,437,"MCQ203","MCQ149"
"7","Refused",2,439,"MCQ203","MCQ149"
"9","Don't know",0,439,"MCQ203","MCQ149"
".","Missing",9136,9575,"","MCQ149"
"9 to 11","Range of Values",50,50,"","MCQ151"
"77","Refused",0,50,"MCQ203","MCQ151"
"99","Don't know",0,50,"MCQ203","MCQ151"
".","Missing",9525,9575,"","MCQ151"
"1","Yes",1470,1470,NA,"MCQ160A"
"2","No",4238,5708,NA,"MCQ160A"
"7","Refused",0,5708,NA,"MCQ160A"
"9","Don't know",11,5719,NA,"MCQ160A"
".","Missing",3856,9575,NA,"MCQ160A"
"2 to 79","Range of Values",1395,1395,NA,"MCQ180A"
"80","80 years or older",38,1433,NA,"MCQ180A"
"77777","Refused",0,1433,NA,"MCQ180A"
"99999","Don't know",37,1470,NA,"MCQ180A"
".","Missing",8105,9575,NA,"MCQ180A"
"1","Osteoarthritis or degenerative arthritis",616,616,NA,"MCQ195"
"2","Rheumatoid arthritis",292,908,NA,"MCQ195"
"3","Psoriatic arthritis",18,926,NA,"MCQ195"
"4","Other",142,1068,NA,"MCQ195"
"7","Refused",0,1068,NA,"MCQ195"
"9","Don't know",402,1470,NA,"MCQ195"
".","Missing",8105,9575,NA,"MCQ195"
"1","Yes",271,271,NA,"MCQ160N"
"2","No",5440,5711,NA,"MCQ160N"
"7","Refused",0,5711,NA,"MCQ160N"
"9","Don't know",8,5719,NA,"MCQ160N"
".","Missing",3856,9575,NA,"MCQ160N"
"18 to 78","Range of Values",254,254,NA,"MCQ180N"
"80","80 years or older",9,263,NA,"MCQ180N"
"77777","Refused",0,263,NA,"MCQ180N"
"99999","Don't know",8,271,NA,"MCQ180N"
".","Missing",9304,9575,NA,"MCQ180N"
"1","Yes",214,214,NA,"MCQ160B"
"2","No",5494,5708,NA,"MCQ160B"
"7","Refused",0,5708,NA,"MCQ160B"
"9","Don't know",11,5719,NA,"MCQ160B"
".","Missing",3856,9575,NA,"MCQ160B"
"0 to 79","Range of Values",190,190,NA,"MCQ180B"
"80","80 years or older",19,209,NA,"MCQ180B"
"77777","Refused",1,210,NA,"MCQ180B"
"99999","Don't know",4,214,NA,"MCQ180B"
".","Missing",9361,9575,NA,"MCQ180B"
"1","Yes",244,244,NA,"MCQ160C"
"2","No",5449,5693,NA,"MCQ160C"
"7","Refused",0,5693,NA,"MCQ160C"
"9","Don't know",26,5719,NA,"MCQ160C"
".","Missing",3856,9575,NA,"MCQ160C"
"10 to 78","Range of Values",226,226,NA,"MCQ180C"
"80","80 years or older",13,239,NA,"MCQ180C"
"77777","Refused",0,239,NA,"MCQ180C"
"99999","Don't know",5,244,NA,"MCQ180C"
".","Missing",9331,9575,NA,"MCQ180C"
"1","Yes",133,133,NA,"MCQ160D"
"2","No",5568,5701,NA,"MCQ160D"
"7","Refused",1,5702,NA,"MCQ160D"
"9","Don't know",17,5719,NA,"MCQ160D"
".","Missing",3856,9575,NA,"MCQ160D"
"10 to 79","Range of Values",129,129,NA,"MCQ180D"
"80","80 years or older",2,131,NA,"MCQ180D"
"77777","Refused",1,132,NA,"MCQ180D"
"99999","Don't know",1,133,NA,"MCQ180D"
".","Missing",9442,9575,NA,"MCQ180D"
"1","Yes",251,251,NA,"MCQ160E"
"2","No",5459,5710,NA,"MCQ160E"
"7","Refused",0,5710,NA,"MCQ160E"
"9","Don't know",9,5719,NA,"MCQ160E"
".","Missing",3856,9575,NA,"MCQ160E"
"20 to 79","Range of Values",237,237,NA,"MCQ180E"
"80","80 years or older",9,246,NA,"MCQ180E"
"77777","Refused",0,246,NA,"MCQ180E"
"99999","Don't know",5,251,NA,"MCQ180E"
".","Missing",9324,9575,NA,"MCQ180E"
"1","Yes",209,209,NA,"MCQ160F"
"2","No",5505,5714,NA,"MCQ160F"
"7","Refused",0,5714,NA,"MCQ160F"
"9","Don't know",5,5719,NA,"MCQ160F"
".","Missing",3856,9575,NA,"MCQ160F"
"2 to 79","Range of Values",189,189,NA,"MCQ180F"
"80","80 years or older",16,205,NA,"MCQ180F"
"77777","Refused",0,205,NA,"MCQ180F"
"99999","Don't know",4,209,NA,"MCQ180F"
".","Missing",9366,9575,NA,"MCQ180F"
"1","Yes",125,125,NA,"MCQ160G"
"2","No",5587,5712,NA,"MCQ160G"
"7","Refused",0,5712,NA,"MCQ160G"
"9","Don't know",7,5719,NA,"MCQ160G"
".","Missing",3856,9575,NA,"MCQ160G"
"13 to 79","Range of Values",121,121,NA,"MCQ180G"
"80","80 years or older",0,121,NA,"MCQ180G"
"77777","Refused",1,122,NA,"MCQ180G"
"99999","Don't know",3,125,NA,"MCQ180G"
".","Missing",9450,9575,NA,"MCQ180G"
"1","Yes",622,622,"","MCQ160M"
"2","No",5086,5708,"MCQ160k","MCQ160M"
"7","Refused",0,5708,"MCQ160k","MCQ160M"
"9","Don't know",11,5719,"MCQ160k","MCQ160M"
".","Missing",3856,9575,"","MCQ160M"
"1","Yes",473,473,NA,"MCQ170M"
"2","No",120,593,NA,"MCQ170M"
"7","Refused",0,593,NA,"MCQ170M"
"9","Don't know",29,622,NA,"MCQ170M"
".","Missing",8953,9575,NA,"MCQ170M"
"8 to 79","Range of Values",590,590,NA,"MCQ180M"
"80","80 years or older",20,610,NA,"MCQ180M"
"77777","Refused",1,611,NA,"MCQ180M"
"99999","Don't know",11,622,NA,"MCQ180M"
".","Missing",8953,9575,NA,"MCQ180M"
"1","Yes",304,304,NA,"MCQ160K"
"2","No",5400,5704,NA,"MCQ160K"
"7","Refused",0,5704,NA,"MCQ160K"
"9","Don't know",15,5719,NA,"MCQ160K"
".","Missing",3856,9575,NA,"MCQ160K"
"1","Yes",127,127,NA,"MCQ170K"
"2","No",170,297,NA,"MCQ170K"
"7","Refused",0,297,NA,"MCQ170K"
"9","Don't know",7,304,NA,"MCQ170K"
".","Missing",9271,9575,NA,"MCQ170K"
"0 to 78","Range of Values",292,292,NA,"MCQ180K"
"80","80 years or older",4,296,NA,"MCQ180K"
"77777","Refused",0,296,NA,"MCQ180K"
"99999","Don't know",8,304,NA,"MCQ180K"
".","Missing",9271,9575,NA,"MCQ180K"
"1","Yes",259,259,"","MCQ160L"
"2","No",5448,5707,"MCQ160o","MCQ160L"
"7","Refused",0,5707,"MCQ160o","MCQ160L"
"9","Don't know",12,5719,"MCQ160o","MCQ160L"
".","Missing",3856,9575,"","MCQ160L"
"1","Yes",133,133,NA,"MCQ170L"
"2","No",100,233,NA,"MCQ170L"
"7","Refused",0,233,NA,"MCQ170L"
"9","Don't know",26,259,NA,"MCQ170L"
".","Missing",9316,9575,NA,"MCQ170L"
"5 to 79","Range of Values",253,253,NA,"MCQ180L"
"80","80 years or older",3,256,NA,"MCQ180L"
"77777","Refused",0,256,NA,"MCQ180L"
"99999","Don't know",3,259,NA,"MCQ180L"
".","Missing",9316,9575,NA,"MCQ180L"
"1","Yes",194,194,NA,"MCQ160O"
"2","No",5518,5712,NA,"MCQ160O"
"7","Refused",0,5712,NA,"MCQ160O"
"9","Don't know",7,5719,NA,"MCQ160O"
".","Missing",3856,9575,NA,"MCQ160O"
"1","Yes",174,174,"","MCQ203"
"2","No",8180,8354,"MCQ220","MCQ203"
"7","Refused",0,8354,"MCQ220","MCQ203"
"9","Don't know",12,8366,"MCQ220","MCQ203"
".","Missing",1209,9575,"","MCQ203"
"2 to 68","Range of Values",172,172,NA,"MCQ206"
"80","80 years or older",0,172,NA,"MCQ206"
"77777","Refused",0,172,NA,"MCQ206"
"99999","Don't know",2,174,NA,"MCQ206"
".","Missing",9401,9575,NA,"MCQ206"
"1","Yes",549,549,"","MCQ220"
"2","No",5165,5714,"MCQ300a","MCQ220"
"7","Refused",0,5714,"MCQ300a","MCQ220"
"9","Don't know",5,5719,"MCQ300a","MCQ220"
".","Missing",3856,9575,"","MCQ220"
"10","Bladder",21,21,NA,"MCQ230A"
"11","Blood",2,23,NA,"MCQ230A"
"12","Bone",1,24,NA,"MCQ230A"
"13","Brain",0,24,NA,"MCQ230A"
"14","Breast",85,109,NA,"MCQ230A"
"15","Cervix (cervical)",20,129,NA,"MCQ230A"
"16","Colon",31,160,NA,"MCQ230A"
"17","Esophagus (esophageal)",2,162,NA,"MCQ230A"
"18","Gallbladder",0,162,NA,"MCQ230A"
"19","Kidney",5,167,NA,"MCQ230A"
"20","Larynx/ windpipe",0,167,NA,"MCQ230A"
"21","Leukemia",12,179,NA,"MCQ230A"
"22","Liver",4,183,NA,"MCQ230A"
"23","Lung",14,197,NA,"MCQ230A"
"24","Lymphoma/ Hodgkin's disease",10,207,NA,"MCQ230A"
"25","Melanoma",38,245,NA,"MCQ230A"
"26","Mouth/tongue/lip",3,248,NA,"MCQ230A"
"27","Nervous system",0,248,NA,"MCQ230A"
"28","Ovary (ovarian)",14,262,NA,"MCQ230A"
"29","Pancreas (pancreatic)",2,264,NA,"MCQ230A"
"30","Prostate",92,356,NA,"MCQ230A"
"31","Rectum (rectal)",2,358,NA,"MCQ230A"
"32","Skin (non-melanoma)",75,433,NA,"MCQ230A"
"33","Skin (don't know what kind)",48,481,NA,"MCQ230A"
"34","Soft tissue (muscle or fat)",0,481,NA,"MCQ230A"
"35","Stomach",4,485,NA,"MCQ230A"
"36","Testis (testicular)",4,489,NA,"MCQ230A"
"37","Thyroid",11,500,NA,"MCQ230A"
"38","Uterus (uterine)",25,525,NA,"MCQ230A"
"39","Other",23,548,NA,"MCQ230A"
"66","More than 3 kinds",0,548,NA,"MCQ230A"
"77","Refused",0,548,NA,"MCQ230A"
"99","Don't know",1,549,NA,"MCQ230A"
".","Missing",9026,9575,NA,"MCQ230A"
"10","Bladder",1,1,NA,"MCQ230B"
"11","Blood",0,1,NA,"MCQ230B"
"12","Bone",1,2,NA,"MCQ230B"
"13","Brain",0,2,NA,"MCQ230B"
"14","Breast",1,3,NA,"MCQ230B"
"15","Cervix (cervical)",2,5,NA,"MCQ230B"
"16","Colon",5,10,NA,"MCQ230B"
"17","Esophagus (esophageal)",0,10,NA,"MCQ230B"
"18","Gallbladder",0,10,NA,"MCQ230B"
"19","Kidney",3,13,NA,"MCQ230B"
"20","Larynx/ windpipe",0,13,NA,"MCQ230B"
"21","Leukemia",1,14,NA,"MCQ230B"
"22","Liver",1,15,NA,"MCQ230B"
"23","Lung",1,16,NA,"MCQ230B"
"24","Lymphoma/ Hodgkins disease",1,17,NA,"MCQ230B"
"25","Melanoma",5,22,NA,"MCQ230B"
"26","Mouth/tongue/lip",1,23,NA,"MCQ230B"
"27","Nervous system",0,23,NA,"MCQ230B"
"28","Ovary (ovarian)",6,29,NA,"MCQ230B"
"29","Pancreas (pancreatic)",1,30,NA,"MCQ230B"
"30","Prostate",5,35,NA,"MCQ230B"
"31","Rectum (rectal)",0,35,NA,"MCQ230B"
"32","Skin (non-melanoma)",7,42,NA,"MCQ230B"
"33","Skin (don't know what kind)",5,47,NA,"MCQ230B"
"34","Soft tissue (muscle or fat)",0,47,NA,"MCQ230B"
"35","Stomach",0,47,NA,"MCQ230B"
"36","Testis (testicular)",0,47,NA,"MCQ230B"
"37","Thyroid",1,48,NA,"MCQ230B"
"38","Uterus (uterine)",7,55,NA,"MCQ230B"
"39","Other",8,63,NA,"MCQ230B"
"66","More than 3 kinds",0,63,NA,"MCQ230B"
"77","Refused",0,63,NA,"MCQ230B"
"99","Don't know",0,63,NA,"MCQ230B"
".","Missing",9512,9575,NA,"MCQ230B"
"10","Bladder",0,0,NA,"MCQ230C"
"11","Blood",0,0,NA,"MCQ230C"
"12","Bone",0,0,NA,"MCQ230C"
"13","Brain",0,0,NA,"MCQ230C"
"14","Breast",0,0,NA,"MCQ230C"
"15","Cervix (cervical)",0,0,NA,"MCQ230C"
"16","Colon",0,0,NA,"MCQ230C"
"17","Esophagus (esophageal)",0,0,NA,"MCQ230C"
"18","Gallbladder",0,0,NA,"MCQ230C"
"19","Kidney",0,0,NA,"MCQ230C"
"20","Larynx/ windpipe",0,0,NA,"MCQ230C"
"21","Leukemia",0,0,NA,"MCQ230C"
"22","Liver",1,1,NA,"MCQ230C"
"23","Lung",0,1,NA,"MCQ230C"
"24","Lymphoma/ Hodgkins disease",0,1,NA,"MCQ230C"
"25","Melanoma",1,2,NA,"MCQ230C"
"26","Mouth/tongue/lip",0,2,NA,"MCQ230C"
"27","Nervous system",0,2,NA,"MCQ230C"
"28","Ovary (ovarian)",1,3,NA,"MCQ230C"
"29","Pancreas (pancreatic)",0,3,NA,"MCQ230C"
"30","Prostate",0,3,NA,"MCQ230C"
"31","Rectum (rectal)",0,3,NA,"MCQ230C"
"32","Skin (non-melanoma)",0,3,NA,"MCQ230C"
"33","Skin (don't know what kind)",1,4,NA,"MCQ230C"
"34","Soft tissue (muscle or fat)",0,4,NA,"MCQ230C"
"35","Stomach",0,4,NA,"MCQ230C"
"36","Testis (testicular)",0,4,NA,"MCQ230C"
"37","Thyroid",1,5,NA,"MCQ230C"
"38","Uterus (uterine)",1,6,NA,"MCQ230C"
"39","Other",2,8,NA,"MCQ230C"
"66","More than 3 kinds",0,8,NA,"MCQ230C"
"77","Refused",0,8,NA,"MCQ230C"
"99","Don't know",0,8,NA,"MCQ230C"
".","Missing",9567,9575,NA,"MCQ230C"
"10","Bladder",0,0,NA,"MCQ230D"
"11","Blood",0,0,NA,"MCQ230D"
"12","Bone",0,0,NA,"MCQ230D"
"13","Brain",0,0,NA,"MCQ230D"
"14","Breast",0,0,NA,"MCQ230D"
"15","Cervix (cervical)",0,0,NA,"MCQ230D"
"16","Colon",0,0,NA,"MCQ230D"
"17","Esophagus (esophageal)",0,0,NA,"MCQ230D"
"18","Gallbladder",0,0,NA,"MCQ230D"
"19","Kidney",0,0,NA,"MCQ230D"
"20","Larynx/ windpipe",0,0,NA,"MCQ230D"
"21","Leukemia",0,0,NA,"MCQ230D"
"22","Liver",0,0,NA,"MCQ230D"
"23","Lung",0,0,NA,"MCQ230D"
"24","Lymphoma/ Hodgkins disease",0,0,NA,"MCQ230D"
"25","Melanoma",0,0,NA,"MCQ230D"
"26","Mouth/tongue/lip",0,0,NA,"MCQ230D"
"27","Nervous system",0,0,NA,"MCQ230D"
"28","Ovary (ovarian)",0,0,NA,"MCQ230D"
"29","Pancreas (pancreatic)",0,0,NA,"MCQ230D"
"30","Prostate",0,0,NA,"MCQ230D"
"31","Rectum (rectal)",0,0,NA,"MCQ230D"
"32","Skin (non-melanoma)",0,0,NA,"MCQ230D"
"33","Skin (don't know what kind)",0,0,NA,"MCQ230D"
"34","Soft tissue (muscle or fat)",0,0,NA,"MCQ230D"
"35","Stomach",0,0,NA,"MCQ230D"
"36","Testis (testicular)",0,0,NA,"MCQ230D"
"37","Thyroid",0,0,NA,"MCQ230D"
"38","Uterus (uterine)",0,0,NA,"MCQ230D"
"39","Other",0,0,NA,"MCQ230D"
"66","More than 3 kinds",0,0,NA,"MCQ230D"
"77","Refused",0,0,NA,"MCQ230D"
"99","Don't know",0,0,NA,"MCQ230D"
".","Missing",9575,9575,NA,"MCQ230D"
"7 to 78","Range of Values",14,14,NA,"MCQ240A"
"80","80 years or older",8,22,NA,"MCQ240A"
"77777","Refused",0,22,NA,"MCQ240A"
"99999","Don't know",0,22,NA,"MCQ240A"
".","Missing",9553,9575,NA,"MCQ240A"
"30 to 54","Range of Values",4,4,NA,"MCQ240AA"
"80","80 years or older",0,4,NA,"MCQ240AA"
"77777","Refused",0,4,NA,"MCQ240AA"
"99999","Don't know",0,4,NA,"MCQ240AA"
".","Missing",9571,9575,NA,"MCQ240AA"
"70","70",1,1,NA,"MCQ240B"
"80","80 years or older",0,1,NA,"MCQ240B"
"77777","Refused",0,1,NA,"MCQ240B"
"99999","Don't know",1,2,NA,"MCQ240B"
".","Missing",9573,9575,NA,"MCQ240B"
"28 to 72","Range of Values",11,11,NA,"MCQ240BB"
"80","80 years or older",2,13,NA,"MCQ240BB"
"77777","Refused",0,13,NA,"MCQ240BB"
"99999","Don't know",0,13,NA,"MCQ240BB"
".","Missing",9562,9575,NA,"MCQ240BB"
"69 to 72","Range of Values",2,2,NA,"MCQ240C"
"80","80 years or older",0,2,NA,"MCQ240C"
"77777","Refused",0,2,NA,"MCQ240C"
"99999","Don't know",0,2,NA,"MCQ240C"
".","Missing",9573,9575,NA,"MCQ240C"
"18 to 66","Range of Values",32,32,NA,"MCQ240CC"
"80","80 years or older",0,32,NA,"MCQ240CC"
"77777","Refused",0,32,NA,"MCQ240CC"
"99999","Don't know",1,33,NA,"MCQ240CC"
".","Missing",9542,9575,NA,"MCQ240CC"
"80","80 years or older",0,0,NA,"MCQ240D"
"77777","Refused",0,0,NA,"MCQ240D"
"99999","Don't know",0,0,NA,"MCQ240D"
".","Missing",9575,9575,NA,"MCQ240D"
"3 to 78","Range of Values",32,32,NA,"MCQ240DD"
"80","80 years or older",0,32,NA,"MCQ240DD"
"77777","Refused",0,32,NA,"MCQ240DD"
"99999","Don't know",1,33,NA,"MCQ240DD"
".","Missing",9542,9575,NA,"MCQ240DD"
"40","40",1,1,NA,"MCQ240DK"
"80","80 years or older",0,1,NA,"MCQ240DK"
"777","Refused",0,1,NA,"MCQ240DK"
"999","Don't know",0,1,NA,"MCQ240DK"
".","Missing",9574,9575,NA,"MCQ240DK"
"25 to 78","Range of Values",81,81,NA,"MCQ240E"
"80","80 years or older",3,84,NA,"MCQ240E"
"77777","Refused",0,84,NA,"MCQ240E"
"99999","Don't know",2,86,NA,"MCQ240E"
".","Missing",9489,9575,NA,"MCQ240E"
"16 to 54","Range of Values",22,22,NA,"MCQ240F"
"80","80 years or older",0,22,NA,"MCQ240F"
"77777","Refused",0,22,NA,"MCQ240F"
"99999","Don't know",0,22,NA,"MCQ240F"
".","Missing",9553,9575,NA,"MCQ240F"
"15 to 78","Range of Values",35,35,NA,"MCQ240G"
"80","80 years or older",1,36,NA,"MCQ240G"
"77777","Refused",0,36,NA,"MCQ240G"
"99999","Don't know",0,36,NA,"MCQ240G"
".","Missing",9539,9575,NA,"MCQ240G"
"64 to 71","Range of Values",2,2,NA,"MCQ240H"
"80","80 years or older",0,2,NA,"MCQ240H"
"77777","Refused",0,2,NA,"MCQ240H"
"99999","Don't know",0,2,NA,"MCQ240H"
".","Missing",9573,9575,NA,"MCQ240H"
"80","80 years or older",0,0,NA,"MCQ240I"
"77777","Refused",0,0,NA,"MCQ240I"
"99999","Don't know",0,0,NA,"MCQ240I"
".","Missing",9575,9575,NA,"MCQ240I"
"27 to 76","Range of Values",8,8,NA,"MCQ240J"
"80","80 years or older",0,8,NA,"MCQ240J"
"77777","Refused",0,8,NA,"MCQ240J"
"99999","Don't know",0,8,NA,"MCQ240J"
".","Missing",9567,9575,NA,"MCQ240J"
"80","80 years or older",0,0,NA,"MCQ240K"
"77777","Refused",0,0,NA,"MCQ240K"
"99999","Don't know",0,0,NA,"MCQ240K"
".","Missing",9575,9575,NA,"MCQ240K"
"3 to 70","Range of Values",12,12,NA,"MCQ240L"
"80","80 years or older",1,13,NA,"MCQ240L"
"77777","Refused",0,13,NA,"MCQ240L"
"99999","Don't know",0,13,NA,"MCQ240L"
".","Missing",9562,9575,NA,"MCQ240L"
"30 to 69","Range of Values",6,6,NA,"MCQ240M"
"80","80 years or older",0,6,NA,"MCQ240M"
"77777","Refused",0,6,NA,"MCQ240M"
"99999","Don't know",0,6,NA,"MCQ240M"
".","Missing",9569,9575,NA,"MCQ240M"
"40 to 77","Range of Values",12,12,NA,"MCQ240N"
"80","80 years or older",3,15,NA,"MCQ240N"
"77777","Refused",0,15,NA,"MCQ240N"
"99999","Don't know",0,15,NA,"MCQ240N"
".","Missing",9560,9575,NA,"MCQ240N"
"19 to 65","Range of Values",9,9,NA,"MCQ240O"
"80","80 years or older",2,11,NA,"MCQ240O"
"77777","Refused",0,11,NA,"MCQ240O"
"99999","Don't know",0,11,NA,"MCQ240O"
".","Missing",9564,9575,NA,"MCQ240O"
"15 to 78","Range of Values",38,38,NA,"MCQ240P"
"80","80 years or older",6,44,NA,"MCQ240P"
"77777","Refused",0,44,NA,"MCQ240P"
"99999","Don't know",0,44,NA,"MCQ240P"
".","Missing",9531,9575,NA,"MCQ240P"
"44 to 66","Range of Values",3,3,NA,"MCQ240Q"
"80","80 years or older",1,4,NA,"MCQ240Q"
"77777","Refused",0,4,NA,"MCQ240Q"
"99999","Don't know",0,4,NA,"MCQ240Q"
".","Missing",9571,9575,NA,"MCQ240Q"
"80","80 years or older",0,0,NA,"MCQ240R"
"77777","Refused",0,0,NA,"MCQ240R"
"99999","Don't know",0,0,NA,"MCQ240R"
".","Missing",9575,9575,NA,"MCQ240R"
"18 to 74","Range of Values",21,21,NA,"MCQ240S"
"80","80 years or older",0,21,NA,"MCQ240S"
"77777","Refused",0,21,NA,"MCQ240S"
"99999","Don't know",0,21,NA,"MCQ240S"
".","Missing",9554,9575,NA,"MCQ240S"
"40 to 54","Range of Values",3,3,NA,"MCQ240T"
"80","80 years or older",0,3,NA,"MCQ240T"
"77777","Refused",0,3,NA,"MCQ240T"
"99999","Don't know",0,3,NA,"MCQ240T"
".","Missing",9572,9575,NA,"MCQ240T"
"46 to 78","Range of Values",92,92,NA,"MCQ240U"
"80","80 years or older",5,97,NA,"MCQ240U"
"77777","Refused",0,97,NA,"MCQ240U"
"99999","Don't know",0,97,NA,"MCQ240U"
".","Missing",9478,9575,NA,"MCQ240U"
"53 to 54","Range of Values",2,2,NA,"MCQ240V"
"80","80 years or older",0,2,NA,"MCQ240V"
"77777","Refused",0,2,NA,"MCQ240V"
"99999","Don't know",0,2,NA,"MCQ240V"
".","Missing",9573,9575,NA,"MCQ240V"
"27 to 79","Range of Values",80,80,NA,"MCQ240W"
"80","80 years or older",2,82,NA,"MCQ240W"
"77777","Refused",0,82,NA,"MCQ240W"
"99999","Don't know",0,82,NA,"MCQ240W"
".","Missing",9493,9575,NA,"MCQ240W"
"30 to 78","Range of Values",46,46,NA,"MCQ240X"
"80","80 years or older",7,53,NA,"MCQ240X"
"77777","Refused",0,53,NA,"MCQ240X"
"99999","Don't know",1,54,NA,"MCQ240X"
".","Missing",9521,9575,NA,"MCQ240X"
"80","80 years or older",0,0,NA,"MCQ240Y"
"77777","Refused",0,0,NA,"MCQ240Y"
"99999","Don't know",0,0,NA,"MCQ240Y"
".","Missing",9575,9575,NA,"MCQ240Y"
"42 to 60","Range of Values",3,3,NA,"MCQ240Z"
"80","80 years or older",1,4,NA,"MCQ240Z"
"77777","Refused",0,4,NA,"MCQ240Z"
"99999","Don't know",0,4,NA,"MCQ240Z"
".","Missing",9571,9575,NA,"MCQ240Z"
"1","Yes",687,687,NA,"MCQ300A"
"2","No",4882,5569,NA,"MCQ300A"
"7","Refused",1,5570,NA,"MCQ300A"
"9","Don't know",149,5719,NA,"MCQ300A"
".","Missing",3856,9575,NA,"MCQ300A"
"1","Yes",2022,2022,NA,"MCQ300B"
"2","No",6160,8182,NA,"MCQ300B"
"7","Refused",0,8182,NA,"MCQ300B"
"9","Don't know",184,8366,NA,"MCQ300B"
".","Missing",1209,9575,NA,"MCQ300B"
"1","Yes",2474,2474,NA,"MCQ300C"
"2","No",3135,5609,NA,"MCQ300C"
"7","Refused",2,5611,NA,"MCQ300C"
"9","Don't know",108,5719,NA,"MCQ300C"
".","Missing",3856,9575,NA,"MCQ300C"
"1","Yes",1709,1709,NA,"MCQ365A"
"2","No",4617,6326,NA,"MCQ365A"
"7","Refused",0,6326,NA,"MCQ365A"
"9","Don't know",1,6327,NA,"MCQ365A"
".","Missing",3248,9575,NA,"MCQ365A"
"1","Yes",2497,2497,NA,"MCQ365B"
"2","No",3824,6321,NA,"MCQ365B"
"7","Refused",0,6321,NA,"MCQ365B"
"9","Don't know",6,6327,NA,"MCQ365B"
".","Missing",3248,9575,NA,"MCQ365B"
"1","Yes",1733,1733,NA,"MCQ365C"
"2","No",4586,6319,NA,"MCQ365C"
"7","Refused",0,6319,NA,"MCQ365C"
"9","Don't know",8,6327,NA,"MCQ365C"
".","Missing",3248,9575,NA,"MCQ365C"
"1","Yes",1902,1902,NA,"MCQ365D"
"2","No",4419,6321,NA,"MCQ365D"
"7","Refused",0,6321,NA,"MCQ365D"
"9","Don't know",6,6327,NA,"MCQ365D"
".","Missing",3248,9575,NA,"MCQ365D"
"1","Yes",3871,3871,NA,"MCQ370A"
"2","No",2447,6318,NA,"MCQ370A"
"7","Refused",0,6318,NA,"MCQ370A"
"9","Don't know",9,6327,NA,"MCQ370A"
".","Missing",3248,9575,NA,"MCQ370A"
"1","Yes",3780,3780,NA,"MCQ370B"
"2","No",2545,6325,NA,"MCQ370B"
"7","Refused",0,6325,NA,"MCQ370B"
"9","Don't know",2,6327,NA,"MCQ370B"
".","Missing",3248,9575,NA,"MCQ370B"
"1","Yes",3180,3180,NA,"MCQ370C"
"2","No",3141,6321,NA,"MCQ370C"
"7","Refused",0,6321,NA,"MCQ370C"
"9","Don't know",6,6327,NA,"MCQ370C"
".","Missing",3248,9575,NA,"MCQ370C"
"1","Yes",3475,3475,NA,"MCQ370D"
"2","No",2841,6316,NA,"MCQ370D"
"7","Refused",0,6316,NA,"MCQ370D"
"9","Don't know",11,6327,NA,"MCQ370D"
".","Missing",3248,9575,NA,"MCQ370D"
"1","Yes",940,940,NA,"OSQ230"
