"Code or Value","Value Description","Count","Cumulative","Skip to Item","var_name"
"2","No",747,1188,"MCQ120A","MCQ114"
"7","Refused",0,1188,"MCQ120A","MCQ114"
"9","Don't know",79,1267,"MCQ120A","MCQ114"
".","Missing",8378,9645,"","MCQ114"
"1 to 18","Range of Values",430,430,"","MCQ117Q"
"77777","Refused",0,430,"MCQ120A","MCQ117Q"
"99999","Don't know",11,441,"MCQ120A","MCQ117Q"
".","Missing",9204,9645,"","MCQ117Q"
"1","Months",221,221,NA,"MCQ117U"
"2","Years",209,430,NA,"MCQ117U"
"7","Refused",0,430,NA,"MCQ117U"
"9","Don't know",0,430,NA,"MCQ117U"
".","Missing",9215,9645,NA,"MCQ117U"
"1","Yes",365,365,NA,"MCQ120A"
"2","No",4218,4583,NA,"MCQ120A"
"7","Refused",0,4583,NA,"MCQ120A"
"9","Don't know",21,4604,NA,"MCQ120A"
".","Missing",5041,9645,NA,"MCQ120A"
"1","Yes",223,223,NA,"MCQ120B"
"2","No",3207,3430,NA,"MCQ120B"
"7","Refused",0,3430,NA,"MCQ120B"
"9","Don't know",2,3432,NA,"MCQ120B"
".","Missing",6213,9645,NA,"MCQ120B"
"1","Yes",719,719,NA,"MCQ120C"
"2","No",3028,3747,NA,"MCQ120C"
"7","Refused",0,3747,NA,"MCQ120C"
"9","Don't know",4,3751,NA,"MCQ120C"
".","Missing",5894,9645,NA,"MCQ120C"
"1","Yes",110,110,NA,"MCQ120D"
"2","No",2469,2579,NA,"MCQ120D"
"7","Refused",0,2579,NA,"MCQ120D"
"9","Don't know",0,2579,NA,"MCQ120D"
".","Missing",7066,9645,NA,"MCQ120D"
"1","Yes",1517,1517,NA,"MCQ140"
"2","No",7780,9297,NA,"MCQ140"
"7","Refused",0,9297,NA,"MCQ140"
"9","Don't know",7,9304,NA,"MCQ140"
".","Missing",341,9645,NA,"MCQ140"
"1","Yes",42,42,NA,"MCQ149"
"2","No",320,362,NA,"MCQ149"
"7","Refused",0,362,NA,"MCQ149"
"9","Don't know",1,363,NA,"MCQ149"
".","Missing",9282,9645,NA,"MCQ149"
"1","Enter number",3103,3103,"","MCQ150G"
"2","Did not go to school",233,3336,"MCQ160A","MCQ150G"
"7","Refused",0,3336,"MCQ160A","MCQ150G"
"9","Don't know",1,3337,"MCQ160A","MCQ150G"
".","Missing",6308,9645,"","MCQ150G"
"0 to 150","Range of Values",3098,3098,NA,"MCQ150Q"
"77777","Refused",0,3098,NA,"MCQ150Q"
"99999","Don't know",5,3103,NA,"MCQ150Q"
".","Missing",6542,9645,NA,"MCQ150Q"
"1","Yes",1408,1408,"MCQ180A","MCQ160A"
"2","No",3619,5027,"","MCQ160A"
"7","Refused",0,5027,"","MCQ160A"
"9","Don't know",13,5040,"","MCQ160A"
".","Missing",4605,9645,"","MCQ160A"
"1","Yes",197,197,"MCQ180B","MCQ160B"
"2","No",4822,5019,"","MCQ160B"
"7","Refused",0,5019,"","MCQ160B"
"9","Don't know",21,5040,"","MCQ160B"
".","Missing",4605,9645,"","MCQ160B"
"1","Yes",264,264,"MCQ180C","MCQ160C"
"2","No",4748,5012,"","MCQ160C"
"7","Refused",0,5012,"","MCQ160C"
"9","Don't know",28,5040,"","MCQ160C"
".","Missing",4605,9645,"","MCQ160C"
"1","Yes",212,212,"MCQ180D","MCQ160D"
"2","No",4809,5021,"","MCQ160D"
"7","Refused",0,5021,"","MCQ160D"
"9","Don't know",19,5040,"","MCQ160D"
".","Missing",4605,9645,"","MCQ160D"
"1","Yes",274,274,"MCQ180E","MCQ160E"
"2","No",4756,5030,"","MCQ160E"
"7","Refused",1,5031,"","MCQ160E"
"9","Don't know",9,5040,"","MCQ160E"
".","Missing",4605,9645,"","MCQ160E"
"1","Yes",212,212,"MCQ180F","MCQ160F"
"2","No",4821,5033,"","MCQ160F"
"7","Refused",0,5033,"","MCQ160F"
"9","Don't know",7,5040,"","MCQ160F"
".","Missing",4605,9645,"","MCQ160F"
"1","Yes",118,118,"MCQ180G","MCQ160G"
"2","No",4913,5031,"","MCQ160G"
"7","Refused",0,5031,"","MCQ160G"
"9","Don't know",9,5040,"","MCQ160G"
".","Missing",4605,9645,"","MCQ160G"
"1","Yes",1447,1447,NA,"MCQ160J"
"2","No",3589,5036,NA,"MCQ160J"
"7","Refused",0,5036,NA,"MCQ160J"
"9","Don't know",4,5040,NA,"MCQ160J"
".","Missing",4605,9645,NA,"MCQ160J"
"1","Yes",331,331,"MCQ170K","MCQ160K"
"2","No",4698,5029,"","MCQ160K"
"7","Refused",0,5029,"","MCQ160K"
"9","Don't know",11,5040,"","MCQ160K"
".","Missing",4605,9645,"","MCQ160K"
"1","Yes",170,170,"MCQ170L","MCQ160L"
"2","No",4861,5031,"","MCQ160L"
"7","Refused",0,5031,"","MCQ160L"
"9","Don't know",9,5040,"","MCQ160L"
".","Missing",4605,9645,"","MCQ160L"
"1","Yes",498,498,"MCQ170M","MCQ160M"
"2","No",4529,5027,"","MCQ160M"
"7","Refused",0,5027,"","MCQ160M"
"9","Don't know",13,5040,"","MCQ160M"
".","Missing",4605,9645,"","MCQ160M"
"1","Yes",147,147,"MCQ180K","MCQ170K"
"2","No",178,325,"MCQ180K","MCQ170K"
"7","Refused",0,325,"MCQ180K","MCQ170K"
"9","Don't know",6,331,"MCQ180K","MCQ170K"
".","Missing",9314,9645,"","MCQ170K"
"1","Yes",78,78,"MCQ180L","MCQ170L"
"2","No",75,153,"MCQ180L","MCQ170L"
"7","Refused",1,154,"MCQ180L","MCQ170L"
"9","Don't know",16,170,"MCQ180L","MCQ170L"
".","Missing",9475,9645,"","MCQ170L"
"1","Yes",359,359,"MCQ180M","MCQ170M"
"2","No",116,475,"MCQ180M","MCQ170M"
"7","Refused",0,475,"MCQ180M","MCQ170M"
"9","Don't know",23,498,"MCQ180M","MCQ170M"
".","Missing",9147,9645,"","MCQ170M"
"1 to 84","Range of Values",1381,1381,"","MCQ180A"
"85","85 years or older",14,1395,"MCQ190","MCQ180A"
"77777","Refused",1,1396,"MCQ190","MCQ180A"
"99999","Don't know",12,1408,"MCQ190","MCQ180A"
".","Missing",8237,9645,"","MCQ180A"
"1 to 84","Range of Values",187,187,"","MCQ180B"
"85","85 years or older",8,195,"MCQ160C","MCQ180B"
"77777","Refused",0,195,"MCQ160C","MCQ180B"
"99999","Don't know",1,196,"MCQ160C","MCQ180B"
".","Missing",9449,9645,"","MCQ180B"
"1 to 83","Range of Values",256,256,"","MCQ180C"
"85","85 years or older",6,262,"MCQ160D","MCQ180C"
"77777","Refused",0,262,"MCQ160D","MCQ180C"
"99999","Don't know",2,264,"MCQ160D","MCQ180C"
".","Missing",9381,9645,"","MCQ180C"
"7 to 83","Range of Values",205,205,"","MCQ180D"
"85","85 years or older",4,209,"MCQ160E","MCQ180D"
"77777","Refused",0,209,"MCQ160E","MCQ180D"
"99999","Don't know",3,212,"MCQ160E","MCQ180D"
".","Missing",9433,9645,"","MCQ180D"
"5 to 84","Range of Values",261,261,"","MCQ180E"
"85","85 years or older",4,265,"MCQ160F","MCQ180E"
"77777","Refused",1,266,"MCQ160F","MCQ180E"
"99999","Don't know",8,274,"MCQ160F","MCQ180E"
".","Missing",9371,9645,"","MCQ180E"
"17 to 84","Range of Values",202,202,"","MCQ180F"
"85","85 years or older",8,210,"MCQ160G","MCQ180F"
"77777","Refused",0,210,"MCQ160G","MCQ180F"
"99999","Don't know",2,212,"MCQ160G","MCQ180F"
".","Missing",9433,9645,"","MCQ180F"
"14 to 84","Range of Values",114,114,"","MCQ180G"
"85","85 years or older",3,117,"MCQ160J","MCQ180G"
"77777","Refused",0,117,"MCQ160J","MCQ180G"
"99999","Don't know",1,118,"MCQ160J","MCQ180G"
".","Missing",9527,9645,"","MCQ180G"
"0 to 83","Range of Values",323,323,"","MCQ180K"
"85","85 years or older",1,324,"MCQ160L","MCQ180K"
"77777","Refused",0,324,"MCQ160L","MCQ180K"
"99999","Don't know",7,331,"MCQ160L","MCQ180K"
".","Missing",9314,9645,"","MCQ180K"
"3 to 80","Range of Values",168,168,"","MCQ180L"
"85","85 years or older",0,168,"MCQ160M","MCQ180L"
"77777","Refused",0,168,"MCQ160M","MCQ180L"
"99999","Don't know",2,170,"MCQ160M","MCQ180L"
".","Missing",9475,9645,"","MCQ180L"
"0 to 84","Range of Values",485,485,"","MCQ180M"
"85","85 years or older",8,493,"MCQ220","MCQ180M"
"77777","Refused",0,493,"MCQ220","MCQ180M"
"99999","Don't know",5,498,"MCQ220","MCQ180M"
".","Missing",9147,9645,"","MCQ180M"
"1","Rheumatoid arthritis",271,271,"MCQ160B","MCQ190"
"2","Osteoarthritis",498,769,"MCQ160B","MCQ190"
"3","Other",161,930,"MCQ160B","MCQ190"
"7","Refused",0,930,"MCQ160B","MCQ190"
"9","Don't know",478,1408,"MCQ160B","MCQ190"
".","Missing",8237,9645,"","MCQ190"
"1","Yes",478,478,"","MCQ220"
"2","No",4551,5029,"MCQ245A","MCQ220"
"7","Refused",0,5029,"MCQ245A","MCQ220"
"9","Don't know",11,5040,"MCQ245A","MCQ220"
".","Missing",4605,9645,"","MCQ220"
"10","Bladder",11,11,NA,"MCQ230A"
"11","Blood",0,11,NA,"MCQ230A"
"12","Bone",3,14,NA,"MCQ230A"
"13","Brain",2,16,NA,"MCQ230A"
"14","Breast",67,83,NA,"MCQ230A"
"15","Cervix (cervical)",31,114,NA,"MCQ230A"
"16","Colon",33,147,NA,"MCQ230A"
"17","Esophagus (esophageal)",4,151,NA,"MCQ230A"
"18","Gallbladder",0,151,NA,"MCQ230A"
"19","Kidney",11,162,NA,"MCQ230A"
"20","Larynx/ windpipe",1,163,NA,"MCQ230A"
"21","Leukemia",8,171,NA,"MCQ230A"
"22","Liver",2,173,NA,"MCQ230A"
"23","Lung",12,185,NA,"MCQ230A"
"24","Lymphoma/Hodgkin's disease",10,195,NA,"MCQ230A"
"25","Melanoma",28,223,NA,"MCQ230A"
"26","Mouth/tongue/lip",3,226,NA,"MCQ230A"
"27","Nervous system",0,226,NA,"MCQ230A"
"28","Ovary (ovarian)",9,235,NA,"MCQ230A"
"29","Pancreas (pancreatic)",0,235,NA,"MCQ230A"
"30","Prostate",69,304,NA,"MCQ230A"
"31","Rectum (rectal)",1,305,NA,"MCQ230A"
"32","Skin (non-melanoma)",66,371,NA,"MCQ230A"
"33","Skin (don't know what kind)",43,414,NA,"MCQ230A"
"34","Soft tissue (muscle or fat)",1,415,NA,"MCQ230A"
"35","Stomach",3,418,NA,"MCQ230A"
"36","Testis (testicular)",5,423,NA,"MCQ230A"
"37","Thyroid",9,432,NA,"MCQ230A"
"38","Uterus (uterine)",24,456,NA,"MCQ230A"
"39","Other",17,473,NA,"MCQ230A"
"66","More than 3 kinds",0,473,NA,"MCQ230A"
"77","Refused",0,473,NA,"MCQ230A"
"99","Don't know",5,478,NA,"MCQ230A"
".","Missing",9167,9645,NA,"MCQ230A"
"10","Bladder",3,3,NA,"MCQ230B"
"11","Blood",0,3,NA,"MCQ230B"
"12","Bone",1,4,NA,"MCQ230B"
"13","Brain",0,4,NA,"MCQ230B"
"14","Breast",1,5,NA,"MCQ230B"
"15","Cervix (cervical)",1,6,NA,"MCQ230B"
"16","Colon",6,12,NA,"MCQ230B"
"17","Esophagus (esophageal)",0,12,NA,"MCQ230B"
"18","Gallbladder",0,12,NA,"MCQ230B"
"19","Kidney",3,15,NA,"MCQ230B"
"20","Larynx/ windpipe",0,15,NA,"MCQ230B"
"21","Leukemia",0,15,NA,"MCQ230B"
"22","Liver",1,16,NA,"MCQ230B"
"23","Lung",1,17,NA,"MCQ230B"
"24","Lymphoma/Hodgkin's disease",1,18,NA,"MCQ230B"
"25","Melanoma",3,21,NA,"MCQ230B"
"26","Mouth/tongue/lip",1,22,NA,"MCQ230B"
"27","Nervous system",0,22,NA,"MCQ230B"
"28","Ovary (ovarian)",1,23,NA,"MCQ230B"
"29","Pancreas (pancreatic)",0,23,NA,"MCQ230B"
"30","Prostate",4,27,NA,"MCQ230B"
"31","Rectum (rectal)",1,28,NA,"MCQ230B"
"32","Skin (non-melanoma)",8,36,NA,"MCQ230B"
"33","Skin (don't know what kind)",4,40,NA,"MCQ230B"
"34","Soft tissue (muscle or fat)",0,40,NA,"MCQ230B"
"35","Stomach",0,40,NA,"MCQ230B"
"36","Testis (testicular)",0,40,NA,"MCQ230B"
"37","Thyroid",1,41,NA,"MCQ230B"
"38","Uterus (uterine)",1,42,NA,"MCQ230B"
"39","Other",4,46,NA,"MCQ230B"
"66","More than 3 kinds",0,46,NA,"MCQ230B"
"77","Refused",0,46,NA,"MCQ230B"
"99","Don't know",0,46,NA,"MCQ230B"
".","Missing",9599,9645,NA,"MCQ230B"
"10","Bladder",1,1,NA,"MCQ230C"
"11","Blood",0,1,NA,"MCQ230C"
"12","Bone",0,1,NA,"MCQ230C"
"13","Brain",0,1,NA,"MCQ230C"
"14","Breast",0,1,NA,"MCQ230C"
"15","Cervix (cervical)",0,1,NA,"MCQ230C"
"16","Colon",0,1,NA,"MCQ230C"
"17","Esophagus (esophageal)",0,1,NA,"MCQ230C"
"18","Gallbladder",0,1,NA,"MCQ230C"
"19","Kidney",0,1,NA,"MCQ230C"
"20","Larynx/ windpipe",0,1,NA,"MCQ230C"
"21","Leukemia",0,1,NA,"MCQ230C"
"22","Liver",1,2,NA,"MCQ230C"
"23","Lung",2,4,NA,"MCQ230C"
"24","Lymphoma/Hodgkin's disease",0,4,NA,"MCQ230C"
"25","Melanoma",0,4,NA,"MCQ230C"
"26","Mouth/tongue/lip",0,4,NA,"MCQ230C"
"27","Nervous system",0,4,NA,"MCQ230C"
"28","Ovary (ovarian)",0,4,NA,"MCQ230C"
"29","Pancreas (pancreatic)",0,4,NA,"MCQ230C"
"30","Prostate",1,5,NA,"MCQ230C"
"31","Rectum (rectal)",0,5,NA,"MCQ230C"
"32","Skin (non-melanoma)",0,5,NA,"MCQ230C"
"33","Skin (don't know what kind)",1,6,NA,"MCQ230C"
"34","Soft tissue (muscle or fat)",0,6,NA,"MCQ230C"
"35","Stomach",0,6,NA,"MCQ230C"
"36","Testis (testicular)",0,6,NA,"MCQ230C"
"37","Thyroid",0,6,NA,"MCQ230C"
"38","Uterus (uterine)",0,6,NA,"MCQ230C"
"39","Other",0,6,NA,"MCQ230C"
"66","More than 3 kinds",0,6,NA,"MCQ230C"
"77","Refused",0,6,NA,"MCQ230C"
"99","Don't know",0,6,NA,"MCQ230C"
".","Missing",9639,9645,NA,"MCQ230C"
"10","Bladder",0,0,NA,"MCQ230D"
"11","Blood",0,0,NA,"MCQ230D"
"12","Bone",0,0,NA,"MCQ230D"
"13","Brain",0,0,NA,"MCQ230D"
"14","Breast",0,0,NA,"MCQ230D"
"15","Cervix (cervical)",0,0,NA,"MCQ230D"
"16","Colon",0,0,NA,"MCQ230D"
"17","Esophagus (esophageal)",0,0,NA,"MCQ230D"
"18","Gallbladder",0,0,NA,"MCQ230D"
"19","Kidney",0,0,NA,"MCQ230D"
"20","Larynx/ windpipe",0,0,NA,"MCQ230D"
"21","Leukemia",0,0,NA,"MCQ230D"
"22","Liver",0,0,NA,"MCQ230D"
"23","Lung",0,0,NA,"MCQ230D"
"24","Lymphoma/Hodgkin's disease",0,0,NA,"MCQ230D"
"25","Melanoma",0,0,NA,"MCQ230D"
"26","Mouth/tongue/lip",0,0,NA,"MCQ230D"
"27","Nervous system",0,0,NA,"MCQ230D"
"28","Ovary (ovarian)",0,0,NA,"MCQ230D"
"29","Pancreas (pancreatic)",0,0,NA,"MCQ230D"
"30","Prostate",0,0,NA,"MCQ230D"
"31","Rectum (rectal)",0,0,NA,"MCQ230D"
"32","Skin (non-melanoma)",0,0,NA,"MCQ230D"
"33","Skin (don't know what kind)",0,0,NA,"MCQ230D"
"34","Soft tissue (muscle or fat)",0,0,NA,"MCQ230D"
"35","Stomach",0,0,NA,"MCQ230D"
"36","Testis (testicular)",0,0,NA,"MCQ230D"
"37","Thyroid",0,0,NA,"MCQ230D"
"38","Uterus (uterine)",0,0,NA,"MCQ230D"
"39","Other",0,0,NA,"MCQ230D"
"66","More than 3 kinds",0,0,NA,"MCQ230D"
"77","Refused",0,0,NA,"MCQ230D"
"99","Don't know",0,0,NA,"MCQ230D"
".","Missing",9645,9645,NA,"MCQ230D"
"34 to 83","Range of Values",13,13,NA,"MCQ240A"
"85","85 years or older",2,15,NA,"MCQ240A"
"77777","Refused",0,15,NA,"MCQ240A"
"99999","Don't know",0,15,NA,"MCQ240A"
".","Missing",9630,9645,NA,"MCQ240A"
"85","85 years or older",0,0,NA,"MCQ240B"
"77777","Refused",0,0,NA,"MCQ240B"
"99999","Don't know",0,0,NA,"MCQ240B"
".","Missing",9645,9645,NA,"MCQ240B"
"16 to 69","Range of Values",4,4,NA,"MCQ240C"
"85","85 years or older",0,4,NA,"MCQ240C"
"77777","Refused",0,4,NA,"MCQ240C"
"99999","Don't know",0,4,NA,"MCQ240C"
".","Missing",9641,9645,NA,"MCQ240C"
"9 to 38","Range of Values",2,2,NA,"MCQ240D"
"85","85 years or older",0,2,NA,"MCQ240D"
"77777","Refused",0,2,NA,"MCQ240D"
"99999","Don't know",0,2,NA,"MCQ240D"
".","Missing",9643,9645,NA,"MCQ240D"
"4 to 84","Range of Values",63,63,NA,"MCQ240E"
"85","85 years or older",4,67,NA,"MCQ240E"
"77777","Refused",0,67,NA,"MCQ240E"
"99999","Don't know",1,68,NA,"MCQ240E"
".","Missing",9577,9645,NA,"MCQ240E"
"18 to 56","Range of Values",32,32,NA,"MCQ240F"
"85","85 years or older",0,32,NA,"MCQ240F"
"77777","Refused",0,32,NA,"MCQ240F"
"99999","Don't know",0,32,NA,"MCQ240F"
".","Missing",9613,9645,NA,"MCQ240F"
"37 to 82","Range of Values",36,36,NA,"MCQ240G"
"85","85 years or older",3,39,NA,"MCQ240G"
"77777","Refused",0,39,NA,"MCQ240G"
"99999","Don't know",0,39,NA,"MCQ240G"
".","Missing",9606,9645,NA,"MCQ240G"
"34 to 83","Range of Values",4,4,NA,"MCQ240H"
"85","85 years or older",0,4,NA,"MCQ240H"
"77777","Refused",0,4,NA,"MCQ240H"
"99999","Don't know",0,4,NA,"MCQ240H"
".","Missing",9641,9645,NA,"MCQ240H"
"85","85 years or older",0,0,NA,"MCQ240I"
"77777","Refused",0,0,NA,"MCQ240I"
"99999","Don't know",0,0,NA,"MCQ240I"
".","Missing",9645,9645,NA,"MCQ240I"
"48 to 74","Range of Values",12,12,NA,"MCQ240J"
"85","85 years or older",2,14,NA,"MCQ240J"
"77777","Refused",0,14,NA,"MCQ240J"
"99999","Don't know",0,14,NA,"MCQ240J"
".","Missing",9631,9645,NA,"MCQ240J"
"70","70",1,1,NA,"MCQ240K"
"85","85 years or older",0,1,NA,"MCQ240K"
"77777","Refused",0,1,NA,"MCQ240K"
"99999","Don't know",0,1,NA,"MCQ240K"
".","Missing",9644,9645,NA,"MCQ240K"
"31 to 84","Range of Values",8,8,NA,"MCQ240L"
"85","85 years or older",0,8,NA,"MCQ240L"
"77777","Refused",0,8,NA,"MCQ240L"
"99999","Don't know",0,8,NA,"MCQ240L"
".","Missing",9637,9645,NA,"MCQ240L"
"49 to 83","Range of Values",3,3,NA,"MCQ240M"
"85","85 years or older",1,4,NA,"MCQ240M"
"77777","Refused",0,4,NA,"MCQ240M"
"99999","Don't know",0,4,NA,"MCQ240M"
".","Missing",9641,9645,NA,"MCQ240M"
"50 to 84","Range of Values",15,15,NA,"MCQ240N"
"85","85 years or older",0,15,NA,"MCQ240N"
"77777","Refused",0,15,NA,"MCQ240N"
"99999","Don't know",0,15,NA,"MCQ240N"
".","Missing",9630,9645,NA,"MCQ240N"
"17 to 80","Range of Values",11,11,NA,"MCQ240O"
"85","85 years or older",0,11,NA,"MCQ240O"
"77777","Refused",0,11,NA,"MCQ240O"
"99999","Don't know",0,11,NA,"MCQ240O"
".","Missing",9634,9645,NA,"MCQ240O"
"16 to 82","Range of Values",30,30,NA,"MCQ240P"
"85","85 years or older",1,31,NA,"MCQ240P"
"77777","Refused",0,31,NA,"MCQ240P"
"99999","Don't know",0,31,NA,"MCQ240P"
".","Missing",9614,9645,NA,"MCQ240P"
"30 to 70","Range of Values",4,4,NA,"MCQ240Q"
"85","85 years or older",0,4,NA,"MCQ240Q"
"77777","Refused",0,4,NA,"MCQ240Q"
"99999","Don't know",0,4,NA,"MCQ240Q"
".","Missing",9641,9645,NA,"MCQ240Q"
"85","85 years or older",0,0,NA,"MCQ240R"
"77777","Refused",0,0,NA,"MCQ240R"
"99999","Don't know",0,0,NA,"MCQ240R"
".","Missing",9645,9645,NA,"MCQ240R"
"21 to 72","Range of Values",10,10,NA,"MCQ240S"
"85","85 years or older",0,10,NA,"MCQ240S"
"77777","Refused",0,10,NA,"MCQ240S"
"99999","Don't know",0,10,NA,"MCQ240S"
".","Missing",9635,9645,NA,"MCQ240S"
"85","85 years or older",0,0,NA,"MCQ240T"
"77777","Refused",0,0,NA,"MCQ240T"
"99999","Don't know",0,0,NA,"MCQ240T"
".","Missing",9645,9645,NA,"MCQ240T"
"2 to 84","Range of Values",72,72,NA,"MCQ240U"
"85","85 years or older",1,73,NA,"MCQ240U"
"77777","Refused",0,73,NA,"MCQ240U"
"99999","Don't know",1,74,NA,"MCQ240U"
".","Missing",9571,9645,NA,"MCQ240U"
"69 to 76","Range of Values",2,2,NA,"MCQ240V"
"85","85 years or older",0,2,NA,"MCQ240V"
"77777","Refused",0,2,NA,"MCQ240V"
"99999","Don't know",0,2,NA,"MCQ240V"
".","Missing",9643,9645,NA,"MCQ240V"
"10 to 84","Range of Values",74,74,NA,"MCQ240W"
"85","85 years or older",0,74,NA,"MCQ240W"
"77777","Refused",0,74,NA,"MCQ240W"
"99999","Don't know",0,74,NA,"MCQ240W"
".","Missing",9571,9645,NA,"MCQ240W"
"12 to 84","Range of Values",47,47,NA,"MCQ240X"
"85","85 years or older",0,47,NA,"MCQ240X"
"77777","Refused",0,47,NA,"MCQ240X"
"99999","Don't know",1,48,NA,"MCQ240X"
".","Missing",9597,9645,NA,"MCQ240X"
"32","32",1,1,NA,"MCQ240Y"
"85","85 years or older",0,1,NA,"MCQ240Y"
"77777","Refused",0,1,NA,"MCQ240Y"
"99999","Don't know",0,1,NA,"MCQ240Y"
".","Missing",9644,9645,NA,"MCQ240Y"
"45 to 70","Range of Values",3,3,NA,"MCQ240Z"
"85","85 years or older",0,3,NA,"MCQ240Z"
"77777","Refused",0,3,NA,"MCQ240Z"
"99999","Don't know",0,3,NA,"MCQ240Z"
".","Missing",9642,9645,NA,"MCQ240Z"
"27 to 60","Range of Values",5,5,NA,"MCQ240AA"
"85","85 years or older",0,5,NA,"MCQ240AA"
"77777","Refused",0,5,NA,"MCQ240AA"
"99999","Don't know",0,5,NA,"MCQ240AA"
".","Missing",9640,9645,NA,"MCQ240AA"
"19 to 72","Range of Values",10,10,NA,"MCQ240BB"
"85","85 years or older",0,10,NA,"MCQ240BB"
"77777","Refused",0,10,NA,"MCQ240BB"
"99999","Don't know",0,10,NA,"MCQ240BB"
".","Missing",9635,9645,NA,"MCQ240BB"
"18 to 84","Range of Values",24,24,NA,"MCQ240CC"
"85","85 years or older",1,25,NA,"MCQ240CC"
"77777","Refused",0,25,NA,"MCQ240CC"
"99999","Don't know",0,25,NA,"MCQ240CC"
".","Missing",9620,9645,NA,"MCQ240CC"
"17 to 78","Range of Values",20,20,NA,"MCQ240DD"
"85","85 years or older",1,21,NA,"MCQ240DD"
"77777","Refused",0,21,NA,"MCQ240DD"
"99999","Don't know",0,21,NA,"MCQ240DD"
".","Missing",9624,9645,NA,"MCQ240DD"
"1","Enter number",3556,3556,NA,"MCQ245A"
"2","Does not work",2657,6213,NA,"MCQ245A"
"7","Refused",0,6213,NA,"MCQ245A"
"9","Don't know",0,6213,NA,"MCQ245A"
".","Missing",3432,9645,NA,"MCQ245A"
"0 to 365","Range of Values",3553,3553,NA,"MCQ245B"
"77777","Refused",0,3553,NA,"MCQ245B"
"99999","Don't know",3,3556,NA,"MCQ245B"
".","Missing",6089,9645,NA,"MCQ245B"
"1","Yes",2451,2451,"MCQ260AA","MCQ250A"
"2","No",2467,4918,"","MCQ250A"
"7","Refused",0,4918,"","MCQ250A"
"9","Don't know",122,5040,"","MCQ250A"
".","Missing",4605,9645,"","MCQ250A"
"1","Yes",655,655,"MCQ260BA","MCQ250B"
"2","No",4272,4927,"","MCQ250B"
"7","Refused",0,4927,"","MCQ250B"
"9","Don't know",113,5040,"","MCQ250B"
".","Missing",4605,9645,"","MCQ250B"
"1","Yes",1058,1058,"MCQ260CA","MCQ250C"
"2","No",3868,4926,"","MCQ250C"
"7","Refused",0,4926,"","MCQ250C"
"9","Don't know",114,5040,"","MCQ250C"
".","Missing",4605,9645,"","MCQ250C"
"1","Yes",668,668,"MCQ260EA","MCQ250E"
"2","No",4170,4838,"","MCQ250E"
"7","Refused",0,4838,"","MCQ250E"
"9","Don't know",202,5040,"","MCQ250E"
".","Missing",4605,9645,"","MCQ250E"
